Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
Townebank Portsmouth VA,Financial,Banks - Regional,USA,NASD,RUT,15.11,2.21,0.00%,92.25M,2.30%,3.08B,8.58,3.89,-,92.25M,-4.73%,-,-,0.76,51.26%,1.25%,-2.42%,169.04M,2.77,16.21%,1.11%,2.21,-6.55%,1.11B,1.09,10.90%,0.92%,1.15M,0.09%,30.67,-,-,7.41%,37.86 -11.78%,-5.03%,-,14.56,-5.34% 1.89%,6.04%,29.43 13.49%,21.85%,1.11 (3.32%),-,14.36% 9.06%,-,1.71%,2.61%,6.54%,1.06 (3.17%),-,2.62%,23.78%,0.86,76.63%,"Mar 31, 2026",-,10.49%,15.18%,45.58,1.75,6.00% 8.04%,0.08,-6.26%,0.15%,0.75,41.00,47.99%,0.17,14.26%,-4.28%,0.63,33.29,2976,0.16,Jan 28 AMC,-3.73%,521.93K,33.40,"May 05, 1999",Yes / Yes,-1.67% -2.17%,"

","329,581",0.33%,TOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toast Inc,Technology,Software - Infrastructure,USA,NYSE,-,48.35,0.55,18.08%,523.00M,-3.69%,15.54B,17.07,1.55,-0.15%,482.49M,-1.57%,13.57B,0.63,0.27,76.38%,5.29%,-28.05%,342.00M,2.53,24.58%,0.96%,2.24,-29.68%,6.15B,7.32,27.05%,12.05%,25.54M,-25.68%,3.61,7.81,26.91%,18.64%,49.66 -46.86%,-26.63%,3.38,25.57,- -,15.95%,24.35 8.38%,62.60%,-,36.58,31.10% 49.53%,25.84%,4.49%,4.82%,-,-,2.21,1798.38%,4.94%,1.33,-,-,2.54,24.05%,5.56%,38.00,1.70,- -,2.65,199.45%,-6.27%,1.91,37.08,0.00%,0.01,22.05%,-9.48%,0.90,26.81,6500,0.01,Feb 12 AMC,-28.95%,11.39M,26.39,"Sep 22, 2021",Yes / Yes,5.48% 0.90%,"

","10,212,496",-1.57%,TOST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toll Brothers Inc,Consumer Cyclical,Residential Construction,USA,NYSE,-,9.52,14.00,1.41%,94.77M,-2.45%,12.62B,9.33,14.28,-5.54%,93.38M,-15.20%,14.28B,1.68,2.59,91.99%,3.31%,-3.66%,1.38B,1.12,-5.04%,-0.31%,2.44,-2.89%,11.25B,1.50,11.46%,9.84%,3.09M,-1.47%,88.73,10.49,5.55%,17.03%,168.36 -20.87%,21.98%,12.70,8.69,7.36% 31.72%,12.40%,86.67 53.72%,128.06%,1.02 (0.77%),7.93,2.19% 9.15%,24.62%,3.65%,3.17%,127.43%,1.00 (0.75%),1.27,-3.85%,15.28%,4.95,366.98%,"Apr 10, 2026",0.37,4.60%,12.26%,34.47,2.00,8.37% 17.37%,3.77,25.25%,-6.85%,1.49,172.75,7.26%,0.34,15.41%,-10.46%,1.26,136.91,4900,0.32,Feb 17 AMC,-1.84%,1.26M,133.23,"Jul 08, 1986",Yes / Yes,3.68% 15.73%,"

","1,589,358",-2.69%,TOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel+Leisure Co,Consumer Cyclical,Travel Services,USA,NYSE,-,20.66,3.42,4.22%,63.06M,0.48%,4.41B,8.32,8.50,-11.14%,59.76M,-6.45%,9.72B,0.66,1.30,97.53%,4.14%,-2.09%,231.00M,1.10,16.15%,0.61%,3.93,17.08%,4.02B,-,15.44%,3.42%,2.47M,0.23%,-15.56,10.35,12.62%,-,81.00 -12.73%,47.58%,6.83,8.43,-6.66% -,6.07%,37.77 87.16%,97.57%,2.40 (3.40%),11.54,4.07% 11.20%,30.31%,3.25%,3.37%,12.62%,2.28 (3.23%),2.42,-35.88%,17.85%,2.54,108.96%,"Mar 20, 2026",3.54,3.63%,5.74%,47.10,1.33,11.87% 6.96%,4.69,-155.81%,-1.12%,1.33,87.92,65.15%,-,5.66%,-1.92%,0.57,71.88,19300,-,Feb 18 BMO,9.33%,628.24K,70.69,"Jul 19, 2006",Yes / Yes,1.16% 2.56%,"

","359,074",-1.66%,TNL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teekay Tankers Ltd,Energy,Oil & Gas Midstream,Bermuda,NYSE,RUT,6.99,10.09,-,29.92M,3.72%,2.45B,10.50,6.72,-,23.79M,-5.58%,1.64B,1.34,3.07,56.20%,3.46%,31.13%,351.19M,2.57,29.63%,0.14%,1.58,31.47%,951.80M,1.19,-25.46%,16.66%,0.82M,32.16%,59.15,2.87,7.83%,18.48%,82.24 -14.15%,85.88%,24.63,21.71,14.76% 31.28%,16.97%,32.64 116.31%,75.36%,2.06 (2.92%),5.43,-3.62% 1.43%,27.48%,4.29%,4.81%,409.76%,1.00 (1.42%),1.72,-11.19%,22.59%,3.20,164.26%,"Mar 02, 2026",7.76,-16.26%,36.90%,52.36,1.83,- -,7.98,46.01%,-0.13%,-0.28,79.50,9.90%,0.02,-0.03%,3.45%,1.06,70.37,1800,0.01,Feb 18 AMC,26.97%,520.98K,70.60,"Dec 13, 2007",Yes / Yes,4.41% -11.83%,"

","554,744",0.33%,TNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tango Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.86,31.50%,135.94M,2.80%,2.83B,-,-1.50,-2.41%,97.74M,57.24%,2.52B,-,-0.31,92.10%,48.34%,132.83%,-101.59M,45.43,-49.02%,13.98%,13.68,154.62%,62.38M,7.80,-15.31%,-27.50%,47.25M,124.15%,2.55,8.25,-23.61%,-37.23%,21.82 -8.98%,1189.61%,2.41,-,10.79% 11.68%,-26.95%,1.03 1828.16%,376.26%,-,-,35.89% 52.13%,96.34%,7.04%,8.64%,92.82%,-,40.46,28.08%,-178.39%,1.17,-,-,16.32,48.29%,-162.85%,71.47,1.18,- -,16.32,15.03%,17.57%,1.40,19.67,-,0.10,-100.00%,40.56%,0.79,20.88,137,0.09,Mar 05 BMO,115.47%,3.45M,19.86,"Sep 03, 2020",Yes / Yes,8.86% -100.00%,"

","2,725,783",-4.89%,TNGX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TriNet Group Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,11.87,3.18,2.14%,47.38M,2.39%,1.78B,8.10,4.65,-0.46%,46.29M,5.48%,744.66M,8.90,1.83,95.66%,4.08%,-34.46%,155.00M,0.36,-10.23%,-2.83%,3.47,-44.57%,4.99B,33.09,9.62%,3.92%,1.89M,-36.23%,1.14,0.90,0.91%,252.03%,88.56 -57.42%,-52.33%,41.88,7.62,-17.07% -4.59%,15.72%,33.60 12.22%,-50.67%,1.14 (3.03%),1.92,0.85% 4.43%,16.07%,5.37%,5.32%,-52.07%,1.10 (2.92%),0.15,-6.75%,5.31%,2.15,180.16%,"Apr 01, 2026",1.09,-0.24%,3.10%,42.29,2.75,- -,1.09,95.48%,0.82%,0.86,54.80,34.77%,17.44,-2.27%,-18.48%,0.57,36.99,3400,17.26,Feb 12 BMO,-37.24%,544.91K,37.71,"Mar 27, 2014",Yes / Yes,14.89% -3.22%,"

","311,008",1.95%,TNET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandem Diabetes Care Inc,Healthcare,Medical Devices,USA,NASD,RUT,-,-3.07,1.08%,68.29M,-5.32%,1.59B,962.44,0.02,-0.03%,67.59M,-10.34%,1.75B,-,-0.44,111.36%,15.61%,3.09%,-204.71M,1.57,48.11%,-1.07%,5.45,84.49%,1.01B,10.26,103.20%,-22.15%,10.55M,6.10%,2.27,5.44,-,-97.88%,29.65 -21.35%,18.62%,4.28,-,-27.30% -40.10%,-35.28%,9.98 133.67%,-44.62%,-,-,8.19% 15.26%,53.81%,4.98%,5.34%,-71.76%,-,1.72,-108.60%,-8.80%,1.46,-70.48%,-,2.02,7.93%,-20.17%,51.42,2.04,- -,2.55,-176.32%,0.27%,1.65,31.30,-,2.90,2.74%,7.14%,0.93,24.26,2500,2.74,Feb 19 AMC,30.65%,1.94M,23.32,"Nov 14, 2013",Yes / Yes,90.67% 4.83%,"

","1,805,546",-3.87%,TNDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennant Co,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,29.07,2.33,1.55%,17.85M,4.47%,1.21B,11.56,5.86,3.82%,17.57M,7.97%,1.43B,-,0.41,97.72%,3.84%,-10.08%,43.80M,1.00,8.97%,-1.58%,3.04,-16.44%,1.20B,2.01,17.67%,3.56%,0.68M,-8.10%,33.71,11.36,-,7.17%,85.90 -21.16%,-17.37%,5.96,28.18,-12.72% 5.45%,4.81%,60.17 12.56%,4.75%,1.25 (1.85%),10.70,3.26% 3.73%,40.24%,2.66%,3.20%,-16.36%,1.21 (1.79%),1.19,-47.02%,6.27%,2.27,33.99%,"Feb 27, 2026",1.37,-6.47%,3.64%,51.20,1.67,5.91% 6.16%,2.05,-170.74%,6.19%,0.98,83.75,50.69%,0.55,-11.34%,-6.47%,1.12,68.19,4484,0.51,Feb 24 BMO,-12.17%,221.96K,67.73,"Nov 01, 1982",Yes / Yes,-71.71% -9.00%,"

","247,498",-0.67%,TNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Mobile US Inc,Communication Services,Telecom Services,USA,NASD,"NDX, S&P 500",21.79,9.71,54.97%,1.11B,2.42%,233.14B,15.82,13.38,-0.37%,496.17M,-3.23%,349.52B,0.81,2.06,40.06%,2.42%,7.04%,10.99B,2.64,6.50%,0.20%,1.99,-11.25%,88.31B,3.96,29.23%,4.80%,11.99M,4.21%,53.48,39.56,19.45%,18.18%,272.60 -22.38%,-19.40%,5.35,15.11,67.63% 29.65%,6.41%,181.36 16.67%,48.44%,4.14 (1.95%),10.81,3.53% 5.24%,47.63%,1.73%,2.33%,72.04%,3.80 (1.80%),3.96,0.29%,21.31%,5.04,472.92%,"May 29, 2026",0.90,8.49%,12.45%,49.84,1.70,- -,1.00,-26.82%,-1.31%,0.42,265.95,37.66%,2.07,11.26%,2.59%,0.86,211.36,75000,1.89,Feb 11 BMO,-4.19%,6.02M,211.59,"Apr 19, 2007",Yes / Yes,-8.29% 0.66%,"

","5,201,638",0.11%,TMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tompkins Financial Corp,Financial,Banks - Regional,USA,AMEX,RUT,6.87,11.23,7.99%,14.35M,3.88%,1.11B,9.59,8.04,0.13%,13.27M,-4.72%,-,-,1.75,67.62%,1.22%,4.31%,161.07M,2.83,-34.48%,1.81%,2.46,12.20%,392.66M,1.18,9.23%,1.92%,0.16M,6.43%,65.41,-,-,19.50%,86.95 -11.24%,19.66%,-,34.83,24.05% 16.64%,15.53%,54.16 42.50%,14.39%,2.69 (3.48%),-,6.04% 3.65%,-,2.19%,2.70%,-9.09%,2.56 (3.32%),-,126.67%,9.32%,2.19,23.15%,"Feb 13, 2026",-,-9.89%,41.02%,52.46,2.00,2.81% 3.63%,0.07,388.10%,2.00%,0.73,84.50,22.34%,0.73,-65.33%,-1.62%,0.79,77.11,813,0.11,Jan 30 BMO,9.81%,65.92K,77.18,"Jun 02, 1986",Yes / Yes,291.81% 43.08%,"

","52,372",0.09%,TMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,USA,NYSE,S&P 500,27.56,17.74,0.17%,376.22M,3.96%,181.60B,18.22,26.83,-21.04%,370.83M,-4.83%,212.47B,2.00,5.25,94.48%,1.05%,-15.71%,6.70B,4.08,7.42%,1.49%,1.65,4.46%,44.56B,3.44,9.21%,6.46%,3.88M,-15.64%,141.96,17.96,9.13%,13.02%,643.99 -24.09%,-4.83%,27.22,28.86,0.18% 2.11%,7.41%,385.46 26.82%,-12.43%,1.86 (0.38%),19.02,-0.27% 6.70%,40.25%,3.08%,2.75%,6.26%,1.76 (0.36%),4.77,7.09%,18.84%,14.40,251.64%,"Mar 13, 2026",1.53,3.91%,15.05%,43.64,1.41,12.75% 14.34%,1.89,9.03%,-0.41%,0.98,665.03,9.70%,0.76,7.20%,-8.70%,0.55,490.77,125000,0.69,Jan 29 BMO,-5.37%,2.35M,488.85,"Mar 17, 1980",Yes / Yes,1.88% 2.22%,"

","1,301,842",-0.39%,TMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Morrison Home Corp,Consumer Cyclical,Residential Construction,USA,NYSE,RUT,7.58,7.77,2.77%,96.54M,0.65%,5.67B,8.74,6.73,-0.12%,93.66M,-9.94%,7.20B,-,0.90,99.77%,5.88%,0.05%,782.50M,0.70,-31.82%,-0.40%,5.20,-11.31%,8.12B,0.90,27.13%,8.18%,5.50M,0.03%,65.19,6.66,-,12.87%,72.50 -18.77%,-3.28%,8.84,7.03,-4.99% 32.75%,9.06%,51.90 13.48%,60.11%,-,6.17,-0.42% 5.79%,23.03%,2.73%,2.64%,87.73%,-,0.89,-6.49%,13.98%,1.84,340.13%,-,1.13,-0.57%,9.63%,40.15,1.91,- -,7.10,-23.45%,-2.66%,1.58,74.89,0.00%,0.38,-10.90%,-6.46%,0.91,59.52,3000,0.37,Feb 11 BMO,-6.51%,1.06M,58.89,"Apr 10, 2013",Yes / Yes,1.52% 7.99%,"

","964,697",-1.06%,TMHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tencent Music Entertainment Group ADR,Communication Services,Internet Content & Information,China,NYSE,-,9.60,0.99,0.05%,576.15M,-7.77%,5.47B,9.66,0.98,0.00%,575.87M,-35.62%,2.93B,3.01,0.20,80.63%,3.16%,-46.02%,1.53B,1.19,-13.69%,1.93%,2.18,-59.96%,4.58B,1.15,10.60%,11.34%,18.20M,-45.86%,8.25,1.57,3.21%,14.76%,26.70 -64.46%,-34.10%,6.04,-,43.29% 22.52%,12.77%,9.52 -0.37%,23.89%,0.15 (1.60%),2.56,2.84% 1.62%,48.77%,3.90%,4.78%,-52.79%,0.18 (1.90%),0.64,67.23%,32.24%,0.72,-,"Apr 02, 2026",2.22,16.03%,33.51%,22.93,1.67,- -,2.22,14.07%,-23.95%,0.75,16.47,23.21%,0.05,17.48%,-35.24%,1.51,9.73,5353,0.05,Mar 17 BMO,-51.54%,8.34M,9.49,"Dec 12, 2018",Yes / Yes,-7.80% 2.71%,"

","12,582,287",-2.47%,TME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmedics Group Inc,Healthcare,Medical Devices,USA,NASD,RUT,21.04,4.86,3.56%,34.27M,-10.13%,3.51B,27.81,3.68,-1.65%,33.08M,-22.49%,3.54B,-,0.62,109.97%,25.18%,-20.28%,190.29M,5.79,-48.69%,-1.08%,9.84,-12.97%,605.49M,7.40,47.08%,19.55%,8.33M,-15.99%,13.81,7.18,-0.02%,54.24%,156.00 -34.49%,45.34%,14.24,26.24,- -,19.44%,62.23 64.23%,36.80%,-,26.05,86.42% 88.21%,59.87%,4.84%,6.08%,157.04%,-,5.84,421.47%,17.93%,6.94,-,-,6.59,37.13%,31.43%,25.98,1.45,- -,7.14,1223.11%,-18.75%,2.05,164.30,0.00%,1.10,32.18%,-22.49%,0.92,105.13,898,1.07,Feb 24 AMC,-18.46%,846.99K,102.20,"May 02, 2019",Yes / Yes,500.37% 3.46%,"

","777,321",-2.79%,TMDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMC the metals company Inc,Basic Materials,Other Industrial Metals & Mining,Canada,NASD,-,-,-0.77,55.25%,408.86M,-16.33%,1.91B,-,-0.19,-0.19%,185.03M,-27.86%,1.94B,-,-0.06,11.72%,15.02%,-36.94%,-295.51M,-,-194.40%,0.64%,3.49,-25.16%,0.00M,-,73.64%,-249.45%,27.80M,-25.28%,-0.10,16.48,16.29%,-364.03%,11.35 -59.38%,177.71%,0.28,-,28.26% -,-283.12%,1.57 193.63%,471.75%,-,-,- -,-,8.81%,6.85%,-53.81%,-,-,-111.94%,-,0.43,-,-,2.50,-,-,29.71,1.00,- -,2.50,-617.67%,-19.97%,2.00,11.20,-,-,-,-28.49%,0.97,4.59,47,-,Mar 27 BMO,-28.90%,7.97M,4.61,"Jun 26, 2020",Yes / Yes,-736.36% -,"

","7,707,610",0.44%,TMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyota Motor Corporation ADR,Consumer Cyclical,Auto Manufacturers,Japan,NYSE,-,11.10,18.92,0.00%,1.30B,0.48%,273.61B,9.86,21.30,-,1.30B,-13.16%,498.35B,-,3.13,1.84%,0.06%,-4.25%,24.67B,0.81,-25.43%,2.52%,2.58,5.98%,337.18B,1.10,15.22%,3.93%,0.80M,-1.93%,190.78,5.42,-1.96%,10.34%,248.90 -15.66%,10.91%,38.76,99.20,8.90% 12.00%,6.04%,155.00 35.44%,53.63%,6.14 (2.93%),11.26,4.11% 2.78%,17.61%,1.79%,1.72%,36.88%,5.88 (2.80%),1.48,-25.00%,8.55%,4.86,97.45%,"Sep 30, 2025",1.12,9.27%,7.32%,36.12,1.81,12.23% 8.45%,1.26,-43.02%,-3.94%,0.66,261.86,22.88%,1.08,7.41%,-8.06%,0.66,210.93,383853,0.64,Feb 06 BMO,3.23%,309.41K,209.93,"Mar 17, 1980",Yes / Yes,41.32% 3.37%,"

","204,883",-0.47%,TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telix Pharmaceuticals Ltd. ADR,Healthcare,Biotechnology,Australia,NASD,-,-,-0.02,-,334.13M,4.67%,3.04B,81.35,0.11,-,-,32.11%,3.37B,-,-,0.33%,-,10.88%,-7.13M,3.78,263.91%,8.70%,0.73,-12.14%,804.63M,7.32,218.80%,-0.67%,0.18M,19.76%,1.23,21.43,-,-1.86%,20.00 -55.15%,-50.98%,0.42,-,55.05% 29.38%,-0.83%,6.28 42.83%,-,-,85.87,93.54% 195.21%,53.15%,3.17%,3.34%,-,-,4.18,-121.18%,2.20%,0.37,-,-,1.27,55.73%,-0.89%,66.35,1.20,- -,1.43,-,12.60%,-0.41,16.69,0.00%,1.12,-,19.10%,1.37,8.90,-,1.08,Feb 19 AMC,-13.32%,246.75K,8.97,"Nov 14, 2024",No / Yes,-158.23% -1.22%,"

","338,255",0.79%,TLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talen Energy Corp,Utilities,Utilities - Independent Power Producers,USA,NASD,-,-,-5.13,1.03%,45.69M,-4.98%,14.77B,11.30,28.59,0.00%,45.23M,-17.45%,20.83B,-,4.80,102.43%,5.62%,-15.13%,-219.00M,3.37,556.86%,-2.81%,2.95,-22.50%,4.38B,13.51,30.65%,-2.30%,2.54M,-13.80%,23.92,19.63,-,-17.66%,451.28 -28.40%,59.11%,16.46,36.10,88.13% -,-2.78%,162.31 99.08%,-,0.03 (0.01%),10.20,-5.84% -,68.31%,5.72%,5.11%,-,-,4.76,-126.56%,38.04%,17.52,-,-,1.02,84.81%,-5.00%,45.22,1.29,- -,1.28,-545.33%,-1.67%,1.75,469.20,0.00%,6.24,73.85%,-7.87%,0.69,328.29,1880,6.20,Feb 26 AMC,-10.92%,861.52K,323.13,"Jun 02, 2023",Yes / Yes,-390.51% 12.80%,"

","595,676",-1.57%,TLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telkom Indonesia (Persero) Tbk PT ADR,Communication Services,Telecom Services,Indonesia,NYSE,-,13.90,1.35,0.00%,990.60M,2.79%,18.59B,13.39,1.40,-,990.60M,-13.30%,22.33B,13.26,0.32,5.03%,0.27%,-10.36%,1.34B,2.05,-9.67%,319.28%,4.03,-1.62%,9.05B,2.26,7.56%,7.35%,2.66M,-10.83%,8.31,9.29,1.01%,15.54%,23.51 -20.18%,28.04%,2.02,7.23,-4.85% 2.49%,12.31%,13.15 42.74%,-30.58%,1.22 (6.50%),4.90,-1.88% -0.26%,33.93%,2.36%,2.18%,-21.81%,1.29 (6.86%),2.47,-7.46%,27.34%,0.53,-22.04%,"Jun 12, 2025",0.74,-5.21%,14.78%,43.28,1.64,9.58% 4.56%,0.76,-22.33%,-0.90%,0.38,23.65,66.68%,0.57,-5.28%,-7.86%,0.71,19.11,19695,0.32,Oct 29,-4.05%,659.28K,18.77,"Nov 14, 1995",No / Yes,-12.33% -1.55%,"

","468,273",-1.78%,TLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timken Co,Industrials,Tools & Accessories,USA,NYSE,-,24.12,4.11,9.05%,69.54M,1.66%,6.89B,14.95,6.63,-1.23%,63.25M,-8.01%,8.72B,1.28,1.51,92.80%,2.91%,15.07%,288.40M,1.50,10.23%,-1.67%,2.28,30.91%,4.58B,2.16,12.76%,4.41%,1.84M,17.75%,45.80,17.82,11.67%,9.60%,111.39 -11.07%,30.89%,5.56,16.96,-9.18% 1.98%,5.58%,56.20 76.26%,30.02%,1.44 (1.45%),10.74,0.63% 5.45%,28.77%,3.50%,3.38%,20.01%,1.40 (1.41%),1.90,-17.71%,12.70%,3.61,202.38%,"Feb 24, 2026",1.47,0.19%,6.29%,46.13,2.36,4.16% 4.23%,2.82,-11.99%,-2.20%,1.18,110.50,33.85%,0.65,3.48%,-1.93%,0.74,101.90,19000,0.62,Feb 04 BMO,17.90%,806.64K,99.06,"Jan 01, 1922",Yes / Yes,4.94% 3.62%,"

","600,794",-2.79%,TKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKO Group Holdings Inc,Communication Services,Entertainment,USA,NYSE,S&P 500,84.06,2.29,17.08%,77.77M,-2.37%,37.40B,33.32,5.78,-0.60%,64.65M,-7.03%,45.79B,0.74,1.20,96.56%,15.81%,-10.69%,195.40M,7.90,122.46%,-0.22%,10.10,-1.61%,4.74B,4.01,14.99%,1.39%,10.22M,-7.83%,48.06,31.53,45.30%,4.99%,226.94 -15.11%,24.60%,6.11,32.27,- 7.62%,2.53%,133.07 44.77%,135.45%,1.55 (0.80%),31.66,60.74% 37.19%,49.57%,3.09%,3.59%,263.66%,2.70 (1.40%),9.67,1638.30%,20.30%,6.95,1068.29%,"Mar 16, 2026",1.10,68.85%,4.13%,40.00,1.68,68.59% 36.80%,1.13,-116.81%,-5.29%,0.71,236.71,101.83%,1.09,61.63%,-6.15%,0.61,193.94,4000,1.07,Feb 25 AMC,0.25%,1.01M,192.64,"Oct 19, 1999",Yes / Yes,-133.70% 1.43%,"

","613,480",-0.67%,TKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkcell Iletisim Hizmetleri A.S. ADR,Communication Services,Telecom Services,Turkey,NYSE,-,12.22,0.49,0.00%,870.98M,-3.09%,5.18B,5.82,1.02,-,870.97M,-14.27%,6.39B,0.15,-,6.35%,0.19%,2.41%,424.44M,0.89,50.35%,72.79%,1.37,-2.30%,5.81B,0.86,46.63%,3.90%,1.63M,8.78%,6.93,2.08,40.04%,7.58%,7.18 -17.13%,-4.34%,2.86,3.01,2.45% -5.86%,4.77%,5.35 11.21%,39.34%,0.32 (5.30%),2.48,2.70% 8.06%,28.25%,1.97%,2.08%,27.14%,0.22 (3.71%),1.10,0.33%,16.81%,0.15,-42.62%,"Dec 29, 2025",1.69,21.59%,7.30%,34.82,1.09,- -,1.70,15.11%,-4.46%,1.00,8.47,30.67%,0.61,10.30%,-8.23%,2.46,6.11,-,0.47,Mar 05 AMC,-0.82%,1.19M,5.95,"Jul 11, 2000",Yes / Yes,- 28.80%,"

","2,921,454",-2.62%,TKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teekay Corporation Ltd,Energy,Oil & Gas Midstream,Bermuda,NYSE,RUT,12.73,0.93,39.75%,86.06M,1.54%,1.02B,-,-,0.00%,51.85M,-5.88%,1.43B,-,-,51.88%,5.58%,29.23%,98.11M,1.07,-,0.95%,4.79,36.21%,949.52M,1.54,-,3.50%,2.89M,31.23%,7.70,1.09,-,10.66%,13.76 -13.88%,102.07%,10.83,2.60,13.59% -,14.43%,4.97 138.54%,149.62%,-,3.35,-7.25% -3.70%,41.48%,4.48%,4.31%,309.01%,-,1.50,-21.97%,31.89%,0.50,72.43%,"Jul 02, 2025",5.47,-22.19%,10.33%,51.91,3.00,- -,5.62,-,-1.24%,0.08,3.50,0.00%,0.06,0.44%,5.45%,0.98,12.01,2130,0.04,Feb 18 AMC,28.73%,604.17K,11.85,"Jul 20, 1995",Yes / Yes,- -,"

","592,949",-1.33%,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TJX Companies, Inc",Consumer Cyclical,Apparel Retail,USA,NYSE,S&P 500,32.33,4.87,0.15%,1.11B,1.87%,174.98B,27.78,5.67,-4.84%,1.11B,1.12%,182.24B,2.90,1.01,92.67%,1.13%,1.06%,5.49B,2.90,8.19%,0.50%,2.42,12.20%,60.37B,18.70,10.84%,16.27%,12.49M,2.58%,8.43,28.09,9.58%,59.13%,162.68 -3.14%,31.64%,5.61,36.03,17.93% 130.72%,26.22%,116.37 35.40%,110.46%,1.84 (1.17%),21.43,6.53% 13.44%,32.57%,1.88%,1.97%,138.60%,1.70 (1.08%),3.02,6.52%,12.02%,3.17,308.64%,"Feb 12, 2026",0.59,7.12%,9.10%,51.99,1.74,12.94% 45.58%,1.14,28.29%,-0.15%,0.73,175.41,34.90%,1.32,8.52%,1.24%,0.81,159.74,364000,1.06,Feb 25 BMO,9.69%,5.16M,157.57,"May 12, 1964",Yes / Yes,2.82% 2.21%,"

","4,156,469",-1.36%,TJX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
